textID,text,selected_text,sentiment,lemma
f516755b5a, Poor you. I`m off on Bank Holiday Monday today too,Poor,negative,  poor -PRON- . i`m off on Bank Holiday Monday today too
6ea90f90d9, Thanks  New work will arrive in a few weeks,Thanks,positive,  thank   new work will arrive in a few week
0e5230af2d, hey guys it`s leann. . i dont know if you remember me but i just wanted to say that i`m very excited to see you guys go far,excited,positive,  hey guy it`s leann . . i do not know if -PRON- remember -PRON- but i just want to say that i`m very excited to see -PRON- guy go far
c489f325a3,Just paid my bills now I have no money,Just paid my bills now I have no money,negative,just pay -PRON- bill now -PRON- have no money
90b3033569,http://twitpic.com/4jfkw - AFC! Oh yess,Oh yess,positive,http://twitpic.com/4jfkw - AFC ! oh yess
d7acbba9aa," no I won`t honey I got mad yrs to go , why am I crazy?",mad,negative,"  no -PRON- won`t honey -PRON- get mad yrs to go , why be -PRON- crazy ?"
44f7d98e16,aaahhh...just woke up! feels good to sleep in on a monday!!!,good,positive,aaahhh ... just wake up ! feel good to sleep in on a monday ! ! !
e52ac5fbf6,I hope my mom enjoys her Mother`s Day gift,enjoys,positive,-PRON- hope -PRON- mom enjoy -PRON- mother`s Day gift
713aae7489,i hate not being able to twitterize on my cell phone  oh well,i hate,negative,i hate not be able to twitterize on -PRON- cell phone   oh well
5bf9b58591," carls jr sounds hella good, you should bring me some  http://myloc.me/G3o","hella good,",positive,"  carls jr sound hella good , -PRON- should bring -PRON- some   http://myloc.me/g3o"
b9235c5869, ommg gurll why aren`t u going how sad,sad,negative,  ommg gurll why aren`t u go how sad
cc718e4767,I think you are super cute...,cute..,positive,-PRON- think -PRON- be super cute ...
1693bb37e4,I don`t know how to quit you-brokeback mountain,I don`t know how to quit you-b,negative,-PRON- don`t know how to quit -PRON- - brokeback mountain
9d300f0f9a,just got home. went to totoro cafe (finally) for the first time ever. i liked it! what a colorful place. such a happy atmosphere,i liked it! what a colorful place. such a happy atmosphere,positive,just get home . go to totoro cafe ( finally ) for the first time ever . i like -PRON- ! what a colorful place . such a happy atmosphere
49038089d9," idk lol my head hurts. rly bad. & so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit","idk lol my head hurts. rly bad. & so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit",negative,"  idk lol -PRON- head hurt . rly bad . & so do -PRON- stomach ... hmm ... personally , i think -PRON- from all the # s -PRON- have have 2 deal wit"
cea5677a2b, thnx babe  just call me when u finish it....,thnx,positive,  thnx babe   just call -PRON- when u finish -PRON- ....
f9483e7dc1,Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.,hurt,negative,sometimes the thing -PRON- say hurt the one -PRON- love most unintentionally .   and -PRON- can never ever take -PRON- back or fix -PRON- .
a0e9dc9475,Seeing people today made me realize I really miss someone. But I also miss my grandpa he`s been gone 17 years  oh! but my moms mamagra ...,miss my,negative,see people today make -PRON- realize -PRON- really miss someone . but -PRON- also miss -PRON- grandpa he`s be go 17 year   oh ! but -PRON- mom mamagra ...
136ccb49bf, nope  i`m bored and hungry.,m bored,negative,  nope   i`m bored and hungry .
b3ac5238d1, I hope you like your new sat nav,hope,positive,  -PRON- hope -PRON- like -PRON- new sat nav
1ecb8b0f6a," thank you, your dedication as a lamb is unparalleled also, all true lambs dedication is unparalleled","thank you,",positive,"  thank -PRON- , -PRON- dedication as a lamb be unparalleled also , all true lamb dedication be unparalleled"
6adf265914, wish  was coming too  I guess we can make time for you though if we have to ;),wish,positive,  wish   be come too   -PRON- guess -PRON- can make time for -PRON- though if -PRON- have to ;)
909e655fb6,"Big Laptop is too big, so it`s time to switch to the Eee.  Bye big guy","Big Laptop is too big,",positive,"big Laptop be too big , so it`s time to switch to the Eee .   bye big guy"
0bb6ecf377,_morley LOL I love your kids,I love yo,positive,_ morley LOL -PRON- love -PRON- kid
a46215b22d,Good Morning Everyone,Good,positive,good morning everyone
f271a3af59,"Choir assembly was bad  it`s **** hot, yay!",bad,negative,"Choir assembly be bad   it`s * * * * hot , yay !"
f75ab644ab,i`m lonely.  i need some hug.,i`m lonely.  i need some hug.,negative,i`m lonely .   i need some hug .
d7ca81be0a,"the muscle in my back is cramping up, hurts so bad! owww",hurts so bad!,negative,"the muscle in -PRON- back be cramp up , hurt so bad ! owww"
bc3595417d,"i burned my tongue!  @ workkkkkkkkkkkkkkkkk,",burned,negative,"i burn -PRON- tongue !   @ workkkkkkkkkkkkkkkkk ,"
21772a3cfb, Why I aint on ur #FF list? im hurt,hurt,negative,  why -PRON- be not on ur # FF list ? -PRON- be hurt
e6a189a220," omg! is it mine? omg that`s so gross, I`m so sorry! I TOTALLY forgot about it until JUST now!","omg! is it mine? omg that`s so gross, I`m so sorry! I TOTALLY forgot about it until JUST now!",negative,"  omg ! be -PRON- mine ? omg that`s so gross , I`m so sorry ! -PRON- totally forget about -PRON- until just now !"
4586fd9cb0,"Oh, and before that last tweet i spent about half an hour on brushing my teeth with my new electric toothbrush! I feel great",great,positive,"oh , and before that last tweet i spend about half an hour on brush -PRON- tooth with -PRON- new electric toothbrush ! -PRON- feel great"
768be03583, that frenchfry-corndog looks so delish! I WANT!!  Welcome back to Seattle!,Welcome,positive,  that frenchfry - corndog look so delish ! -PRON- want ! !   welcome back to Seattle !
00d1247c62," ur welcome sweetie . Anytime . I need to find a way to get more followers , I don`t have many",ur welcome sweetie,positive,"  ur welcome sweetie . anytime . -PRON- need to find a way to get more follower , -PRON- don`t have many"
a8bdb22729, people are pathetic  how do u know some one is trying?,pathetic,negative,  people be pathetic   how do u know some one be try ?
fd0a96e573, Thanks! That will be you in October,Thanks!,positive,  thank ! that will be -PRON- in October
d1af52eef6,Dad just gave me his old BlackBerry. Not that old... But it doesn`t even have a scroll ball. I want that Bold.,it doesn`t even have a scroll ball.,negative,Dad just give -PRON- -PRON- old BlackBerry . not that old ... but -PRON- doesn`t even have a scroll ball . -PRON- want that Bold .
ac876ae0c5,"Back at it after a weekend of working in the yard. Didn`t open the laptop once, and I`m thankful.",I`m thankful.,positive,"back at -PRON- after a weekend of work in the yard . Didn`t open the laptop once , and I`m thankful ."
f2e1061044,wooo...my luck is done,wooo...my luck is done,negative,wooo ... -PRON- luck be do
7c1f28b126,  yer it is...poor little ****  but she well doesnt deserve the stick off everyone! cowell once again going against producer,ll doesnt deserv,negative,   yer -PRON- be ... poor little * * * *   but -PRON- well do not deserve the stick off everyone ! cowell once again go against producer
6cfbaeab29,happy mothers day to all moms out there!!,happy mothers day to,positive,happy mothers day to all mom out there ! !
0935d6c80d,I do not feel good,do not feel good,negative,-PRON- do not feel good
4012e61fce," Oh aye.....he rocks, shes ****","rocks,",positive,"  oh aye ..... -PRON- rock , -PRON- s * * * *"
7f8311af2d,Scrubs tonight (8.00pm). woo!,woo!,positive,scrub tonight ( 8.00pm ) . woo !
2caf2c54ef,Sweet! When are they going to be publicly available?,Sweet!,positive,sweet ! when be -PRON- go to be publicly available ?
628b7c8add,"i`m so sad, because my beloved boy doesn`t online, i wait for him everyday..","sad,",negative,"i`m so sad , because -PRON- beloved boy doesn`t online , i wait for -PRON- everyday .."
ff6047d0ad,grinning like a Cheshire cat.... ....happy as hell. they made my day  ??,happy,positive,grin like a Cheshire cat .... .... happy as hell . -PRON- make -PRON- day   ? ?
631c246d80, hahahaha! i haven`t been out with my friends since sunday! i`m so lame,i`m so lame,negative,  hahahaha ! i haven`t be out with -PRON- friend since sunday ! i`m so lame
1c70315ba0, suck it up,suck it up,negative,  suck -PRON- up
ee9d0cab1f, what`s going on sweetheart?,what`s going on sweetheart?,positive,  what` go on sweetheart ?
55be15508b,What a dreary day in LA. Where did all our sunshine go?,dreary,negative,what a dreary day in LA . where do all -PRON- sunshine go ?
2ce6c03ba2,have you ever met a guy thatv was everything you want and need but you never really went for it w/ him ? g`nite Daddy,g`nite,positive,have -PRON- ever meet a guy thatv be everything -PRON- want and need but -PRON- never really go for -PRON- w/ -PRON- ? g`nite daddy
7bb43eca18," weird trigger. You should definitely ask him about them on monday, dude...  ****.",weird,negative,"  weird trigger . -PRON- should definitely ask -PRON- about -PRON- on monday , dude ...   * * * * ."
8f3ce0745c,I AM OFFICIALLY CELEBRATING MY 400TH TWEET. Wow! I am so proud  Its great.,Wow! I am so proud  Its great.,positive,-PRON- am OFFICIALLY celebrate my 400TH TWEET . wow ! -PRON- be so proud   -PRON- great .
0c6811a0e2,My phone does not work in the DONS,phone does not work,negative,-PRON- phone do not work in the DONS
09c7871cad,"chillin on break eatin some grub. pretty burnt out had an eventful day. wanting to go to the movies with Ian, not happening though.",pretty burnt,negative,"chillin on break eatin some grub . pretty burn out have an eventful day . want to go to the movie with Ian , not happen though ."
0414afb09b,  boo. I used to live in upland... Have funnnn,e funnnn,positive,   boo . -PRON- use to live in upland ... have funnnn
e6ecedee89, am I not good enough,not good enough,negative,  be -PRON- not good enough
514fe4cf17, Knight...sweet dreams.,.sweet dreams.,positive,  Knight ... sweet dream .
6df2b65239,"In French trois, nobody is sitting next to me. I feel a little lonely...",I feel a little lonely...,negative,"in french trois , nobody be sit next to -PRON- . -PRON- feel a little lonely ..."
9710662c1d,I`m sick!  it sucks! IM me! ohbabayy33,I`m sick!  it sucks!,negative,I`m sick !   -PRON- suck ! im -PRON- ! ohbabayy33
24eeede493,Just got my marks...  BCIT is the death of me I swear!,e death of me I swear!,negative,just got -PRON- mark ...   BCIT be the death of -PRON- -PRON- swear !
fb4dc7bf50,Dang baby i love you ma,love yo,positive,Dang baby i love -PRON- ma
2a6dab7a6b,So wish the Carlton game was on live  stupid channel 7 lol.,stupid channel,negative,so wish the Carlton game be on live   stupid channel 7 lol .
d7f97ec5f0,plus.. janessa hurt my feelings,plus.. janessa hurt my feelings,negative,plus .. janessa hurt -PRON- feeling
d70ed4038d,Gahh ! This weather sucksss !,Gahh ! This weather sucksss !,negative,Gahh ! this weather sucksss !
ce61535952,it`s friday night. i`m home. no party this weekend,no party this weekend,negative,it`s friday night . i`m home . no party this weekend
1e87921e6f, keep telling yourself you`ll feel better by doing it and tomorrow can be a lazy day... it is Sunfay afterall  (Excuses.),keep telling yourself you`ll feel better by doing it and tomorrow can be a lazy day... it is Sunfay afterall,positive,  keep tell -PRON- you`ll feel well by do -PRON- and tomorrow can be a lazy day ... -PRON- be Sunfay afterall   ( Excuses . )
fc2b050f0f,Damnit. I have run out of candy coated books.,Damnit.,negative,Damnit . -PRON- have run out of candy coat book .
eaf45d81e2," Yeah, I know! Thanks so much",Thanks,positive,"  yeah , -PRON- know ! thank so much"
e44048aceb," Hi Susan, read your blog.  It`s really good.  I look forward for the tweet updates",y good,positive,"  hi Susan , read -PRON- blog .   it`s really good .   -PRON- look forward for the tweet update"
628c7ef2bc,I WISH I LITERALLY COULD **** JUST ABOUT EVERY **** IN THE WORLD...IMA NYMPH,****,negative,-PRON- wish -PRON- literally COULD * * * * just about every * * * * in the world ... ima nymph
1acc36b911,#Java is not working - hmph!  Can`t upload photos to #Facebook.,#Java is not working - hmph!  Can`t upload photos to #Facebook.,negative,# Java be not work - hmph !   can`t upload photo to # Facebook .
00c007188e, thats not really fair. I mean you just up and leave like that and you dont even give us a party  So when you coming back or  ...,not really fair.,negative,  that s not really fair . -PRON- mean -PRON- just up and leave like that and -PRON- do not even give -PRON- a party   so when -PRON- come back or   ...
